MRP - PO Suggestion

	Purch.doc.	Item	Vendor	Vendor Name	Material	      Quantity	Deliv.date	Material description	Plnt	Exception message	Excep.msg.	Curr.	        Net price	OPUn	     GR Qty.	ABC	 PDT	SafetyTime	GRT	IPT	Ship Date	PGr	Purch. gp.	Item text	Del. text	PO creatio	ETD.Seq.nu	ETD	Confirmed.	Invoice	Last chang	User name	ETD Status	ETD Status Text
	4700012590	 810	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21210R014050	   60,000.000	08/02/2023	RES 10 OHM 1 16W  0402  1%  UNI-OHM 0402	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 820	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212110214020	   10,000.000	08/02/2023	RES 11K OHM 1 16W 0402 1% RALECRTT021102	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 830	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212110314020	   20,000.000	08/02/2023	RES 110K OHM 1 16W 0402 1% RALEC	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 840	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212113014010	   10,000.000	08/02/2023	RES 113 OHM 1/16W (0402) 1% TA-I/RM04FTN	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 850	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212115214010	   20,000.000	08/02/2023	RES 11.5K OHM 1/16W (0402) 1% TA-I/RM04F	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 860	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212115314010	   10,000.000	08/02/2023	RES 115K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 870	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212120314010	   10,000.000	08/02/2023	RES 120K OHM 1/16W (0402) 1% TA-I/RM04FT	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 880	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212124214020	   20,000.000	08/02/2023	RES 12.4K OHM 1 16W 0402 1%  RALEC RTT02	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 890	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212127114010	   10,000.000	08/02/2023	RES 1.27K OHM 1/16W (0402) 1% TA-I/RM04F	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 900	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212140214020	   10,000.000	08/02/2023	RES 14K OHM 1 16W 0402 1% RALEC RTT02140	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 910	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212150014020	   10,000.000	08/02/2023	RES 150 OHM 1 16W 0402 1%  RALEC RTT0215	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 920	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212150214020	   10,000.000	08/02/2023	RES 15K OHM 1 16W 0402 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 930	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212150314020	   10,000.000	08/02/2023	RES 150K OHM 1/16W (0402)1%//RALEC/RTT02	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 940	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21215R014050	   10,000.000	08/02/2023	RES 15 OHM 1 16W 0402  1% UNI-OHM 0402W	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 950	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212160214020	   20,000.000	08/02/2023	RES 16K OHM 1 16W 0402 1% RALEC RTT02160	461E	Reschedule in (07/28/23)		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 960	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212169214020	   10,000.000	08/02/2023	RES 16.9K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 970	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212174214010	   10,000.000	08/02/2023	RES 17.4K OHM 1/16W (0402)1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 980	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212178214050	   10,000.000	08/02/2023	RES 17.8K OHM 1 16W 0402 1%UNI-OHM0402WG	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	 990	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212187214050	   10,000.000	08/02/2023	RES 18.7K OHM 1 16W  0402  1%  UNI-OHM 0	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1000	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212196314020	   10,000.000	08/02/2023	RES 196K OHM 1/16W (0402) 1%//RALEC/RTT0	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1010	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212200014020	   60,000.000	08/02/2023	RES 200 OHM 1 16W 0402 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1020	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212200114020	   50,000.000	08/02/2023	RES 2K OHM 1 16W 0402 1% RALEC	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1030	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212200214010	   30,000.000	08/02/2023	RES 20K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1040	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212200314020	   50,000.000	08/02/2023	RES 200K OHM 1 16W 0402 1% RALEC RTT0	461E	Reschedule out (09/15/23)		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1050	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212200414020	   20,000.000	08/02/2023	RES 2M OHM 1 16W 0402 1%RALEC RTT022	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1060	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21220R014020	   20,000.000	08/02/2023	RES 20 OHM 1 16W 0402 1% RALEC RTT022	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1070	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212210214050	   30,000.000	08/02/2023	RES 21K OHM 1/16W  0402  1% UNI-OHM/0402	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1080	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212215114020	   10,000.000	08/02/2023	RES 2.15K OHM 1 16W 0402  1%  RALEC RTT0	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1090	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212220014020	   10,000.000	08/02/2023	RES 220 OHM 1-16W 0402 1%	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1100	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212220114050	   10,000.000	08/02/2023	RES 2.2K OHM 1 16W  0402  1%  UNI-OHM 04	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1110	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212220214020	   20,000.000	08/02/2023	RES 22K OHM 1 16W 0402 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1120	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212226114010	   10,000.000	08/02/2023	RES 2.26K OHM 1 16W 0402 1% TA-I RM04FTN	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1130	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21222R014010	   90,000.000	08/02/2023	RES 22 OHM 1/16W (0402) 1% TA-I/RM04FTN2	461E	Reschedule out (09/15/23)		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1140	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212240214020	   20,000.000	08/02/2023	RES 24K OHM 1/16W  0402  1% RALEC/RTT022	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1150	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21224R914010	   20,000.000	08/02/2023	RES 24.9 OHM 1/16W(0402)1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1160	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212255014050	   10,000.000	08/02/2023	RES 255 OHM 1 16W  0402 1% UNI-OHM 040	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1170	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212255314010	   10,000.000	08/02/2023	RES 255K OHM 1 16W04021% TA-I RM04FTN255	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1180	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212267214010	   30,000.000	08/02/2023	RES 26.7K OHM 1/16W (0402) 1%//TA-I/RM04	461E	Reschedule out (08/07/23)		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1190	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212270114010	  180,000.000	08/02/2023	RES 2.7K OHM 1/16W (0402)1% TA-I/RM04FTN	461E	Reschedule out (09/05/23)		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1200	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212270214010	   10,000.000	08/02/2023	RES 27K OHM 1/16W  0402  1% TA-I/RM04FTN	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1210	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212280114050	   10,000.000	08/02/2023	RES 2.8K OHM 1 16W 0402 1% UNI-OHM 0402W	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1220	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212280214010	   10,000.000	08/02/2023	RES 28K OHM 1/16W (0402)1% TA-I/RM04FTN2	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1230	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212294114020	   20,000.000	08/02/2023	RES 2.94K OHM 1 16W  0402  1%  RALEC RTT	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1240	MROASUSTEK	ASUS TEK COMPUTER INC.	10G2122R0014010	   20,000.000	08/02/2023	RES 2 OHM 1 16W 0402 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1250	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212300014020	   30,000.000	08/02/2023	RES 300 OHM 1/16W (0402)1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1260	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212300114010	   10,000.000	08/02/2023	RES 3K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1270	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212300214010	   10,000.000	08/02/2023	RES 30K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1280	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212300314010	   10,000.000	08/02/2023	RES 300K OHM 1 16W  0402  1%  TA-I RM04F	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1290	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212301114020	   10,000.000	08/02/2023	RES 3.01K OHM 1 16W  0402  1%  RALEC RTT	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1300	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21230R014020	   20,000.000	08/02/2023	RES 30 OHM 1 16W  0402  1%  RALEC RTT023	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1310	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212316114020	   10,000.000	08/02/2023	RES 3.16K OHM 1 16W 0402 1%RALECRTT02316	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1320	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212324214010	   10,000.000	08/02/2023	RES 32.4K OHM 1/16W(0402)1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1330	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212330214050	   10,000.000	08/02/2023	RES 33K OHM 1 16W 0402 1% UNI-OHM 0402WG	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1340	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212330314020	   10,000.000	08/02/2023	RES 330K OHM 1 16W 0402 1% RALECRTT02330	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1350	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21233R014050	  170,000.000	08/02/2023	RES 33 OHM 1 16W  0402  1%  UNI-OHM 0402	461E	Reschedule in (08/01/23)		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1360	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212357314020	   10,000.000	08/02/2023	RES 357K OHM 1 16W  0402  1% RALEC RTT02	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1370	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212360014010	   10,000.000	08/02/2023	RES 360 OHM 1 16W 04021% TA-I RM04FTN360	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1380	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212383114050	   20,000.000	08/02/2023	RES 3.83K OHM 1 16W 0402 1% UNI-OHM 0402	461E	Reschedule in (07/28/23)		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1390	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212390114010	   10,000.000	08/02/2023	RES 3.9K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1400	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212402114020	   10,000.000	08/02/2023	RES 4.02K OHM 1 16W 0402 1% RALEC RTT	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1410	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212402214020	   10,000.000	08/02/2023	RES 40.2K OHM 1 16W 0402 1% RALEC	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1420	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212430114010	   10,000.000	08/02/2023	RES 4.3K OHM 1 16W 0402 1% TA-I RM04FTN4	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1430	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212442214010	   10,000.000	08/02/2023	RES 44.2K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1440	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21245R314020	   10,000.000	08/02/2023	RES 45.3 OHM 1 16W 0402 1% RALEC RTT0	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1450	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212470014020	   10,000.000	08/02/2023	RES 470 OHM 1 16W 0402 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1460	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212470114020	  200,000.000	08/02/2023	RES 4.7K OHM 1 16W 0402 1% RALEC RTT0	461E	Reschedule in (07/30/23)		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1470	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212470214020	   20,000.000	08/02/2023	RES 47K OHM 1 16W 0402 1% RALECRTT024702	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1480	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212499014050	   50,000.000	08/02/2023	RES 499 OHM 1 16W  0402 1%  UNI-OHM 0402	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1490	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212499214050	   10,000.000	08/02/2023	RES 49.9K OHM 1 16W  0402 1%  UNI-OHM 04	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1500	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21249R914050	  110,000.000	08/02/2023	RES 49.9 OHM 1 16W 0402 1%  UNI-OHM 0402	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1510	MROASUSTEK	ASUS TEK COMPUTER INC.	10G2124R3004050	   10,000.000	08/02/2023	RES 4.3 OHM 1 16W 0402 5% UNI-OHM 0402WG	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1520	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212510114050	   10,000.000	08/02/2023	RES 5.1K OHM 1 16W  0402  1%  UNI-OHM 04	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1530	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212510214050	   10,000.000	08/02/2023	RES 51K OHM 1 16W 0402 1% UNI-OHM 0402WG	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1540	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212549214010	   10,000.000	08/02/2023	RES 54.9K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1550	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21256R214010	   90,000.000	08/02/2023	RES 56.2 OHM 1/16W(0402)1%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1560	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212576114010	   10,000.000	08/02/2023	RES 5.76K OHM 1 16W 0402 1% TA-I RM04FTN	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1570	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212604114020	   20,000.000	08/02/2023	RES 6.04K OHM 1/16W (0402) 1%	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1580	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212604214020	   10,000.000	08/02/2023	RES 60.4K OHM 1 16W 0402 1% RALEC	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1590	MROASUSTEK	ASUS TEK COMPUTER INC.	10G21260R414020	   10,000.000	08/02/2023	RES 60.4 OHM 1 16W 0402 1%  RALEC RTT026	461E	Cancel process		USD	        0.001000	PC	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
	4700012590	1600	MROASUSTEK	ASUS TEK COMPUTER INC.	10G212620004010	   10,000.000	08/02/2023	RES 62 OHM 1/16W (0402) 5%	461E	Cancel process		USD	        0.001000	EA	      0.000		 27		 0	 0	07/06/2023	M64	MILANA M. DE SOUZA			05/11/2023			    0.000				WA	Waiting Acknowledgment
