MRP - PO Suggestion
+----------+----+----------+-----------------------------------+------------------+--------------+----------+----------------------------------------+----+-------------------------+-----------------------+-----+-----------------+----+------------+---+----+----------+---+---+----------+---+------------------+----------------------------------------+---------+----------+----------+----------+----------+-------+----------+---------+----------+----------------------+
|Purch.doc.|Item|Vendor    |Vendor Name                        |Material          |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|        Net price|OPUn|     GR Qty.|ABC| PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.        |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4700012504| 590|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524000947      |   30,000.000 |02/10/2023|RES, 8.06Kohm, 1%, 1/20W, 0201, OBD     |461B|Reschedule out (10/01/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 600|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524000956      |   60,000.000 |02/10/2023|RES, 3.3Kohm, 1%, 1/20W, 0201, OBD      |461B|Reschedule out (07/04/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 610|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524000963      |   30,000.000 |02/10/2023|RES,8.45Kohm,1%,1/20W,0201,OBD          |461B|Reschedule out (10/01/23)|                       |USD  |        0.000874 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 620|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001002      |  360,000.000 |02/10/2023|RES, 4.7Kohm, 1%, 1/20W, 0201, OBD      |461B|Reschedule out (06/06/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 630|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001003      |   30,000.000 |02/10/2023|RES,6.65Kohm,1%,1/20W,0201,OBD          |461B|Reschedule out (09/01/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 640|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001007      |   60,000.000 |02/10/2023|RES, 6.19Kohm, 1%, 1/20W, 0201, OBD     |461B|Reschedule out (08/01/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 650|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001008      |   60,000.000 |02/10/2023|RES, 10ohm, 1%, 1/20W, 0201, OBD        |461B|Reschedule out (07/02/23)|                       |USD  |        0.000676 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 660|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001030      |   30,000.000 |02/10/2023|RES,1.2Kohm,1%,1/20W,0201,OBD           |461B|Reschedule out (09/01/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 670|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001032      |   30,000.000 |02/10/2023|RES,33.2Kohm,1%,1/20W,0201,OBD          |461B|Reschedule out (10/01/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 680|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001035      |   30,000.000 |02/10/2023|RES,1.37Kohm,1%,1/16W,0402,OBD          |461B|Reschedule out (09/01/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 690|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001037      |   30,000.000 |02/10/2023|RES,536Kohm,1%,1/20W,0201,OBD           |461B|Reschedule out (10/01/23)|                       |USD  |        0.000897 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 700|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001041      |   60,000.000 |02/10/2023|RES,2Kohm,1%,1/20W,0201,OBD             |461B|Reschedule out (07/04/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 710|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001046      |   30,000.000 |02/10/2023|RES,3.65Kohm,1%,1/20W,0201,OBD          |461B|Reschedule out (09/01/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 720|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001047      |   30,000.000 |02/10/2023|RES,200Kohm,1%,1/20W,0201,OBD           |461B|Reschedule out (07/04/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 730|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001052      |   30,000.000 |02/10/2023|RES,17.4Kohm,1%,1/20W,0201,OBD          |461B|Reschedule out (09/01/23)|                       |USD  |        0.000900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 740|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1524001068      |   30,000.000 |02/10/2023|RES,1.5ohm,1%,1/10W,0603,OBD            |461B|Reschedule out (07/04/23)|                       |USD  |        0.000976 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 750|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000180      |   60,000.000 |02/10/2023|CAP, CER, 100pF, 5%, 25V, 0201, NP0, OBD|461B|Reschedule out (09/01/23)|                       |USD  |        0.000585 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 760|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000181      |   30,000.000 |02/10/2023|CAP, CER, 22pF, 5%, 25V, 0201, NP0, OBD |461B|Reschedule out (09/01/23)|                       |USD  |        0.001137 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 770|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000222      |   30,000.000 |02/10/2023|CAP,CER,1.5pF,+-0.1pF,50V,0402,NP"      |461B|Reschedule out (09/01/23)|                       |USD  |        0.005388 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 780|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000358      |   60,000.000 |02/10/2023|CAP,CER,2.7pF,+/-0.1pF,50V,0201,N"      |461B|Reschedule out (08/01/23)|                       |USD  |        0.004500 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 790|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000450      |   60,000.000 |02/10/2023|CAP,CER,5.6pF,+-0.25pF,25V,0201,N"      |461B|Reschedule out (08/01/23)|                       |USD  |        0.000871 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 800|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000456      |   60,000.000 |02/10/2023|CAP,CER,22pF,5%,50V,0402,NPO, OBD       |461B|Reschedule out (07/04/23)|                       |USD  |        0.001380 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 810|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000458      |  660,000.000 |02/10/2023|CAP,CER,0.1uF,10%,16V,0201,X7R,O"       |461B|Reschedule out (05/05/23)|                       |USD  |        0.004100 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 820|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000470      |   75,000.000 |02/10/2023|CAP,CER,10pF,1%,25V,0201,NPO,OBD"       |461B|Reschedule out (06/06/23)|                       |USD  |        0.011760 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 830|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000484      |   30,000.000 |02/10/2023|CAP CER 0.3pF +/-0.05pF 25V, C0G NPO 020|461B|Reschedule out (09/01/23)|                       |USD  |        0.004890 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 840|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000491      |   51,000.000 |02/10/2023|CAP,Â#CER,Â#10uF,Â#10%,Â#16V,Â#0805,Â#X5|461B|Reschedule out (06/06/23)|                       |USD  |        0.008040 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 850|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000501      |  330,000.000 |02/10/2023|CAP,CER,0.1uF,10%,25V,0402,X5R,O"       |461B|Reschedule out (05/05/23)|                       |USD  |        0.001500 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 860|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000540      |   30,000.000 |02/10/2023|CAP, CER, 1uF, 20%,  6.3V, 0201, X5R, OB|461B|Reschedule out (08/01/23)|                       |USD  |        0.010300 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 870|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000543      |  130,000.000 |02/10/2023|CAP, CER, 4.7uF, 20%, 6.3V, 0402, X5R, O|461B|Reschedule out (06/06/23)|                       |USD  |        0.003530 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 880|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000545      |   75,000.000 |02/10/2023|CAP,CER,15pF,5%,25V,0201,NPO,OBD"       |461B|Reschedule out (06/06/23)|                       |USD  |        0.000728 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 890|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000550      |  410,000.000 |02/10/2023|CAP, CER, 10uF, 20%, 6.3V, 0402, X5R, OB|461B|Reschedule out (06/04/23)|                       |USD  |        0.007930 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 900|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000559      |   30,000.000 |02/10/2023|CAP,#CER,#0.047uF,#10%,#16V,#0402,#X7R,"|461B|Reschedule out (09/01/23)|                       |USD  |        0.000871 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 910|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000575      |  180,000.000 |02/10/2023|CAP, CER, 1uF, 10%, 16V, 0402, X5R, OBD |461B|Reschedule out (06/06/23)|                       |USD  |        0.001584 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 920|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000595      |   30,000.000 |02/10/2023|CAP,CER,1.1pF,+/-0.1pF,50V,0402,N"      |461B|Reschedule out (09/01/23)|                       |USD  |        0.006400 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 930|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000619      |  204,000.000 |02/10/2023|CAP, CER, 22uF, 20%, 6.3V, 0603, X5R, OB|461B|Reschedule out (06/06/23)|                       |USD  |        0.012000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 940|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000635      |  165,000.000 |02/10/2023|CAP,CER,1.5pF,+-0.1pF,25V,SMD0201"      |461B|Reschedule out (06/06/23)|                       |USD  |        0.001656 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 950|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000639      |   26,000.000 |02/10/2023|CAP, Electrolytic, 270uF, 6.3V, Radial, |461B|Reschedule out (06/06/23)|                       |USD  |        0.059900 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 960|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000642      |   30,000.000 |02/10/2023|CAP CER 0.5pF Â±0.1pF 50V, C0G 0201     |461B|Reschedule out (09/01/23)|                       |USD  |        0.001053 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 970|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000658      |  128,000.000 |02/10/2023|CAP, CER, 10uF, 20%,10V, X5R, 0603, OBD |461B|Reschedule out (06/06/23)|                       |USD  |        0.006785 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 980|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000659      |  360,000.000 |02/10/2023|CAP, CER, 0.1uF, 10%,10V, 0201, X5R, OBD|461B|Reschedule out (06/05/23)|                       |USD  |        0.003300 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504| 990|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000660      |   30,000.000 |02/10/2023|CAP,Â#CER,Â#0.01uF,Â#10%,Â#16V,Â#0201,Â#|461B|Reschedule out (09/01/23)|                       |USD  |        0.000830 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1000|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000661      |  280,000.000 |02/10/2023|CAP, CER, 1uF, 10%, 10V, 0402, X5R, OBD |461B|Reschedule out (06/05/23)|                       |USD  |        0.002000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1010|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000662      |   90,000.000 |02/10/2023|CAP, CER, 68pF, 5%, 25V, 0201, NPO, OBD |461B|Reschedule out (07/02/23)|                       |USD  |        0.001840 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1020|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000723      |   30,000.000 |02/10/2023|CAP,CER,0.2pF,+/-0.1pF,25V,C0G,02"      |461B|Reschedule out (10/01/23)|                       |USD  |        0.001680 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1030|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000726      |   60,000.000 |02/10/2023|CAP, CER, 30pF, 5%, 50V, 0201, NP0, OBD |461B|Reschedule out (08/01/23)|                       |USD  |        0.001800 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1040|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU1671000755      |   30,000.000 |02/10/2023|CAP,CER,6.8pF,+/-0.1pF,50V,C0G,04"      |461B|Reschedule out (09/01/23)|                       |USD  |        0.004284 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1050|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU2000000264-02   |   25,008.000 |02/10/2023|PCB, BAILEY, LPDDR4                     |461B|Reschedule out (05/05/23)|                       |USD  |        0.856500 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1060|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU2030000513      |   25,000.000 |02/10/2023|CONN, USB,Nemo, Micro-B,Female, SMD     |461B|Reschedule out (06/06/23)|                       |USD  |        0.067000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1070|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU2030000557      |   30,000.000 |02/10/2023|CONN,#HDMI,#19-Pin,#0.5MM#SMD,#FEMALE," |461B|Reschedule out (09/01/23)|                       |USD  |        0.115000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1080|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU6000000714      |   25,000.000 |02/10/2023|Fence,SOC,Shield,Bailey                 |461B|Reschedule out (04/06/23)|                       |USD  |        0.065490 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1090|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU6026000262      |   25,000.000 |02/10/2023|ASM, Lens, Protective film, Marlin (Braz|461B|Reschedule out (04/06/23)|                       |USD  |        0.127000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1100|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU6026000265      |   25,000.000 |02/10/2023|ASM, Housing, Bailey, BR                |461B|Reschedule out (04/06/23)|                       |USD  |        0.260000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1110|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU6026000289      |   25,000.000 |02/10/2023|ASM, Cover, Shield, Bailey              |461B|Reschedule out (04/06/23)|                       |USD  |        0.151840 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1120|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU6221000065      |    2,700.000 |02/10/2023|ThermalGel,5W/m-K                       |461B|Reschedule in (01/20/23) |                       |USD  |        0.686500 |G   |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1130|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU7030000005      |   50,400.000 |02/10/2023|Battery, AAA, Alkaline                  |461B|Reschedule out (06/05/23)|                       |USD  |        0.105000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1140|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU7050000120      |   24,700.000 |02/10/2023|PowerAdapter,USB,5V,1A,Brazil           |461B|Reschedule out (04/06/23)|                       |USD  |        1.000000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1150|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU7455000055-01   |   25,000.000 |02/10/2023|Cable, HDMI,2ft, 0.6m,Premium           |461B|Reschedule out (06/05/23)|                       |USD  |        0.650000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1160|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU7455000088      |   25,000.000 |02/10/2023|USB 2.0 A/M TO MICRO B/M CABLEcro USB Po|461B|Reschedule out (06/05/23)|                       |USD  |        0.330000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1170|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU7526000002      |   25,000.000 |02/10/2023|ASM, FLASH, BAILEY                      |461B|Cancel process           |                       |USD  |        2.350000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012504|1180|MROCLOUD  |CLOUD NETWORK TECHNOLOGY SINGAPORE |RU8000000083      |   25,000.000 |02/10/2023|AdhesiveStrip,TwoSided,85.5x19mm,"      |461B|Reschedule out (04/06/23)|                       |USD  |        0.174000 |PC  |      0.000 |   |  0 |          | 0 | 0 |02/10/2023|M64|MILANA M. DE SOUZA|                                        |         |11/10/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4700012516|  10|MROASUSTEK|ASUS TEK COMPUTER INC.             |02001-00754200    |    5,000.000 |02/09/2023|C.S FH82H510 B1 FCBGA943 INTEL RKL H510 |461E|Reschedule out (02/20/23)|                       |USD  |       22.005920 |PC  |      0.000 |   | 27 |          | 0 | 0 |01/13/2023|M64|MILANA M. DE SOUZA|                                        |         |11/28/2022|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
