Concat,"VLOOKUP(A2,[BRA2022111050006_INV_INV.xlsx]SISFAC!$R:$R,1,0)",Concat POLine,Project,PO,PN,PO Line,Description, Qty ,Unit price,Total,Plant,Concatenate,Huawei commitment (CPD),PL,ETA Foxconn,Modal,Status,Were used,Forecast
96600016252601052310000EMS02Q20000974HWA0001H,#N/A,9.66E+12,ONT,9660001625,26010523,110,"Cross Recessed Pan Head Tapping Screws,S",10000,0.0018,18, 451U ,9.66E+22,1/4/2023,EMS02Q20000974HWA0001H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
9660001625270140917000EMS02Q20000974HWA0001H,#N/A,9.66E+12,ONT,9660001625,27014091,120,"Omni-directional Antenna,2400~2500/5150~",7000,0.2865,"2,005.50", 451U ,9.66E+21,1/4/2023,EMS02Q20000974HWA0001H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
9660001625270140927000EMS02Q20000974HWA0001H,#N/A,9.66E+12,ONT,9660001625,27014092,130,"Omni-directional Antenna,2400~2500/5150~",7000,0.2877,"2,013.90", 451U ,9.66E+21,1/4/2023,EMS02Q20000974HWA0001H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
9660001625290410137000EMS02Q20000974HWA0007H,#N/A,9.66E+12,ONT,9660001625,29041013,140,"DKBA8.817.1759,Product Blank Nameplate,V",7000,0.0111,77.7, 451U ,9.66E+21,1/11/2023,EMS02Q20000974HWA0007H,3/26/2023, SEA ,Transit,KTC -1,4/1/2023
9660001625631600697000EMS02Q20000974HWA0003H,#N/A,9.66E+12,ONT,9660001625,63160069,150,"DKBA7.308.242.Heatsink Part, for IXF1002",7000,0.1539,"1,077.30", 451U ,9.66E+21,1/4/2023,EMS02Q20000974HWA0003H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
96600016259017008827000EMS02Q20000974HWA0001H,#N/A,9.66E+12,ONT,9660001625,90170088,160,"Gum Paper,Foam Tape,each size 5mm*25mm,F",27000,0.0036,97.2, 451U ,9.66E+22,1/4/2023,EMS02Q20000974HWA0001H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
96600016259017015310000EMS02Q20000974HWA0001H,#N/A,9.66E+12,ONT,9660001625,90170153,170,Adhesivepaper-thermalprintingwhite 10x6m,10000,0.0053,53, 451U ,9.66E+22,1/4/2023,EMS02Q20000974HWA0001H,3/19/2023, SEA ,Transit,KTC -1,4/1/2023
966000162699014QEX5100EMS02Q20000975HWA0001K,#N/A,9.66E+11,ONT,9660001626,99014QEX,10,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",5100,1.9486,"9,937.86", 451U , 966000162699014QEX5100 ,6/28/2023,EMS02Q20000975HWA0001K,12/30/2023, AIR ,Cancelled,BUG-1,11/1/2022
966000162799014QEX60000EMS02Q20000976HWA0001K,#N/A,9.66E+11,ONT,9660001627,99014QEX,10,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",60000,1.9486,"116,916.00", 451U , 966000162799014QEX60000 ,6/28/2023,EMS02Q20000976HWA0001K,12/30/2023, AIR ,Cancelled,BUG-1,1/1/2023
966000162815040264-00127000EMS02Q20000977HWA0001K,#N/A,9.66E+11,ONT,9660001628,15040264-001,10,"Transient Suppression Diode,7V,15V,63W,3",27000,0.0152,410.4, 451U , 966000162815040264-00127000 ,1/4/2023,EMS02Q20000977HWA0001K,2/6/2023, AIR ,Transit,BUG-1,1/1/2023
966000162899014QEX25000EMS02Q20000977HWA0002K,#N/A,9.66E+11,ONT,9660001628,99014QEX,20,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",25000,1.9486,"48,715.00", 451U , 966000162899014QEX25000 ,6/28/2023,EMS02Q20000977HWA0002K,12/30/2023, AIR ,Cancelled,BUG-1,2/1/2023
966000162999014QEX30000EMS02Q20000988HWA0001K,#N/A,9.66E+11,ONT,9660001629,99014QEX,10,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",30000,1.9486,"58,458.00", 451U , 966000162999014QEX30000 ,6/28/2023,EMS02Q20000988HWA0001K,12/30/2023, AIR ,Cancelled,BUG-1,2/1/2023
966000163015040264-00153000EMS02Q20000979HWA0001K,#N/A,9.66E+11,ONT,9660001630,15040264-001,10,"Transient Suppression Diode,7V,15V,63W,3",53000,0.0152,805.6, 451U , 966000163015040264-00153000 ,1/4/2023,EMS02Q20000979HWA0001K,2/6/2023, AIR ,Transit,BUG-1,2/1/2023
966000163099014QEX3000EMS02Q20000979HWA0002K,#N/A,9.66E+11,ONT,9660001630,99014QEX,20,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",3000,1.9486,"5,845.80", 451U , 966000163099014QEX3000 ,1/4/2023,EMS02Q20000979HWA0002K,2/6/2023, AIR ,Transit,KTC-1,2/1/2023
966000163199014QEX5900EMS02Q20000980HWA0001K,#N/A,9.66E+11,ONT,9660001631,99014QEX,10,"SLC NAND FLASH,1Gbit,SPI Nand,104MHz,128",5900,1.9486,"11,496.74", 451U , 966000163199014QEX5900 ,6/28/2023,EMS02Q20000980HWA0001K,12/30/2023, AIR ,Cancelled,BUG-1,3/1/2023
966000163299014SBW4600EMS02Q20000981HWA0001K,#N/A,9.66E+11,ONT,9660001632,99014SBW,10,"DDR3 DRAM,2Gbit,800MHz,16bit,1.5V,FBGA96",4600,3.4902,"16,054.92", 451U , 966000163299014SBW4600 ,1/13/2023,EMS02Q20000981HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
96600016331010010915000EMS02Q20000982HWA0001K,#N/A,9.66E+11,ONT,9660001633,10100109,10,Mobile Dedicated Chip Inductor 0.0024uH,15000,0.0009,13.5, 451U ,9.66E+22,1/13/2023,EMS02Q20000982HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
9660001633101005773000EMS02Q20000982HWA0001K,#N/A,9.66E+11,ONT,9660001633,10100577,20,"Terminal Power Inductor,4.7uH,+/-30%,3.0",3000,0.0201,60.3, 451U ,9.66E+21,1/13/2023,EMS02Q20000982HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
966000163315060150-0027000EMS02Q20000982HWA0001K,#N/A,9.66E+11,ONT,9660001633,15060150-002,30,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",7000,0.0243,170.1, 451U , 966000163315060150-0027000 ,1/13/2023,EMS02Q20000982HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
966000163340020486346EMS02Q20000982HWA0001K,#N/A,9.66E+11,ONT,9660001633,40020486,40,DDR3 DRAM 2Gbit 800MHz 16bit 1.5V FBGA96,346,0.8645,299.117, 451U ,9.66E+20,1/13/2023,EMS02Q20000982HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
9660001633400204862124EMS02Q20000982HWA0001K,#N/A,9.66E+11,ONT,9660001633,40020486,50,DDR3 DRAM 2Gbit 800MHz 16bit 1.5V FBGA96,2124,0.8645,"1,836.20", 451U ,9.66E+21,1/13/2023,EMS02Q20000982HWA0001K,2/15/2023, AIR ,Transit,VMP-2,3/1/2023
966000163415040264-00128000EMS02Q20000983HWA0001K,#N/A,9.66E+11,ONT,9660001634,15040264-001,10,"Transient Suppression Diode,7V,15V,63W,3",28000,0.0152,425.6, 451U , 966000163415040264-00128000 ,1/13/2023,EMS02Q20000983HWA0001K,2/15/2023, AIR ,Transit,BUG-1,3/1/2023
96600016350807061270000EMS02Q20000984HWA0001K,#N/A,9.66E+11,ONT,9660001635,8070612,10,"SMD Ceramic Capacitor 1uf,10V,1000nF,+/-",70000,0.0009,63, 451U ,9.66E+22,1/13/2023,EMS02Q20000984HWA0001K,2/15/2023, AIR ,Transit,KTC-1,3/1/2023
96600016350807234345000EMS02Q20000984HWA0001K,#N/A,9.66E+11,ONT,9660001635,8072343,20,SMD ceramicCapacitor 6.3V 100nF +/-10%,45000,0.0004,18, 451U ,9.66E+22,1/13/2023,EMS02Q20000984HWA0001K,2/15/2023, AIR ,Transit,KTC-1,3/1/2023
9660001635101005779000EMS02Q20000984HWA0001K,#N/A,9.66E+11,ONT,9660001635,10100577,30,"Terminal Power Inductor,4.7uH,+/-30%,3.0",9000,0.0201,180.9, 451U ,9.66E+21,1/13/2023,EMS02Q20000984HWA0001K,2/15/2023, AIR ,Transit,KTC-1,3/1/2023
966000163515060150-0025000EMS02Q20000984HWA0001K,#N/A,9.66E+11,ONT,9660001635,15060150-002,40,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",5000,0.0243,121.5, 451U , 966000163515060150-0025000 ,1/13/2023,EMS02Q20000984HWA0001K,2/15/2023, AIR ,Transit,KTC-1,3/1/2023
966000163547150981160EMS02Q20000984HWA0001K,#N/A,9.66E+11,ONT,9660001635,47150981,50,"RF Multi-functional Component,802.11ac 5",160,0.3441,55.056, 451U ,9.66E+20,1/13/2023,EMS02Q20000984HWA0001K,2/15/2023, AIR ,Transit,KTC-1,3/1/2023
9660001636901700889000EMS02Q20000985HWA0001H,#N/A,9.66E+11,ONT,9660001636,90170088,10,"Gum Paper,Foam Tape,each size 5mm*25mm,F",9000,0.0036,32.4, 451U ,9.66E+21,12/20/2022,EMS02Q20000985HWA0001H,3/4/2023, SEA ,Transit,KTC-1,3/1/2023
966000163707090803-00110000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07090803-001,10,"Chip Thick Film Resistor,0.0625W,22ohm,+",10000,0.0003,3, 451U , 966000163707090803-00110000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707090911-00130000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07090911-001,20,"Chip Thick Film Resistor,0.05W,0ohm,50m",30000,0.0006,18, 451U , 966000163707090911-00130000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707090944-00120000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07090944-001,30,"Chip Thick Film Resistor,0.125W,750000oh",20000,0.001,20, 451U , 966000163707090944-00120000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091438-0015000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07091438-001,40,"ChipThickFilmResistor,0.1W,2.2ohm,+/",5000,0.0006,3, 451U , 966000163707091438-0015000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091449-00110000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07091449-001,50,"Chip Thick Film Resistor,0.0625W,1ohm,+/",10000,0.0004,4, 451U , 966000163707091449-00110000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
9660001637070914505000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,7091450,60,Chip Thick Film Resistor 0.25W 0.068ohm,5000,0.0025,12.5, 451U ,9.66E+21,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091457-00120000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07091457-001,70,"Chip Thick Film Resistor,0.05W,1000ohm,+",20000,0.0006,12, 451U , 966000163707091457-00120000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091463-00110000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07091463-001,80,"Chip Thick Film Resistor,0.05W,10000ohm,",10000,0.0006,6, 451U , 966000163707091463-00110000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091470-00190000EMS02Q20000986HWA0002K,#N/A,9.66E+11,ONT,9660001637,07091470-001,90,"Chip Thick Film Resistor,0.0625W,0ohm,le",90000,0.0003,27, 451U , 966000163707091470-00190000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091472-00110000EMS02Q20000986HWA0002K,#N/A,9.66E+12,ONT,9660001637,07091472-001,100,"Chip Thick Film Resistor,0.1W,1ohm,+/-1%",10000,0.0006,6, 451U , 966000163707091472-00110000 ,2/3/2023,EMS02Q20000986HWA0002K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091482-00125000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091482-001,110,"Chip Thick Film Resistor,0.125W,0ohm,les",25000,0.0009,22.5, 451U , 966000163707091482-00125000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091486-00185000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091486-001,120,"ChipThickFilmResistor,0.1W,0ohm,50mO",85000,0.0005,42.5, 451U , 966000163707091486-00185000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091494-0015000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091494-001,130,"Chip Thick Film Resistor,0.25W,1000000oh",5000,0.0016,8, 451U , 966000163707091494-0015000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091500-00130000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091500-001,140,"Chip Thick Film Resistor,0.0625W,10ohm,+",30000,0.0003,9, 451U , 966000163707091500-00130000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091529-0015000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091529-001,150,"Chip Thick Film Resistor,0.0625W,2000ohm",5000,0.0003,1.5, 451U , 966000163707091529-0015000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091555-00110000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091555-001,160,"Chip Thick Film Resistor,0.125W,20ohm,+/",10000,0.001,10, 451U , 966000163707091555-00110000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091577-00120000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091577-001,170,"Chip Thick Film Resistor,0.0625W,121000o",20000,0.0004,8, 451U , 966000163707091577-00120000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091578-00140000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091578-001,180,"Chip Thick Film Resistor,0.0625W,33ohm,+",40000,0.0004,16, 451U , 966000163707091578-00140000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091579-00110000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091579-001,190,"Chip Thick Film Resistor,0.1W,120000ohm,",10000,0.0006,6, 451U , 966000163707091579-00110000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091594-0014000EMS02Q20000986HWA0003K,#N/A,9.66E+12,ONT,9660001637,07091594-001,200,"Chip Thick Film Resistor,0.0625W,75000oh",4000,0.0003,1.2, 451U , 966000163707091594-0014000 ,2/3/2023,EMS02Q20000986HWA0003K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091611-00120000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091611-001,210,"Chip Thick Film Resistor,0.0625W,51000oh",20000,0.0003,6, 451U , 966000163707091611-00120000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091631-00110000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091631-001,220,"ChipThickFilmResistor,0.1W,40200ohm,",10000,0.0006,6, 451U , 966000163707091631-00110000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091646-00175000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091646-001,230,"Chip Thick Film Resistor,0.0625W,4700ohm",75000,0.0004,30, 451U , 966000163707091646-00175000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091653-00110000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091653-001,240,"Chip Thick Film Resistor,0.0625W,33000oh",10000,0.0003,3, 451U , 966000163707091653-00110000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091667-00110000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091667-001,250,"Chip Thick Film Resistor,0.0625W,30000oh",10000,0.0003,3, 451U , 966000163707091667-00110000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091675-00110000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091675-001,260,"ChipThickFilmResistor,0.0625W,5110oh",10000,0.0003,3, 451U , 966000163707091675-00110000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091676-0014000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091676-001,270,"ChipThickFilmResistor,0.0625W,24000o",4000,0.0003,1.2, 451U , 966000163707091676-0014000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091698-0015000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091698-001,280,"Chip Thick Film Resistor,0.0625W,7500ohm",5000,0.0003,1.5, 451U , 966000163707091698-0015000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091706-00155000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091706-001,290,"Chip Thick Film Resistor,0.0625W,10000oh",55000,0.0004,22, 451U , 966000163707091706-00155000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091724-00175000EMS02Q20000986HWA0011K,#N/A,9.66E+12,ONT,9660001637,07091724-001,300,"Chip Thick Film Resistor,0.0625W,100ohm,",75000,0.0003,22.5, 451U , 966000163707091724-00175000 ,2/3/2023,EMS02Q20000986HWA0011K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091731-0015000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091731-001,310,"Chip Thick Film Resistor,0.1W,150ohm,+/-",5000,0.0006,3, 451U , 966000163707091731-0015000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091734-001135000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091734-001,320,"Chip Thick Film Resistor,0.0625W,1000ohm",135000,0.0004,54, 451U , 966000163707091734-001135000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091737-00135000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091737-001,330,"ChipThickFilmResistor,0.1W,200ohm,+/""",35000,0.0006,21, 451U , 966000163707091737-00135000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091740-0024000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091740-002,340,"Chip Thick Film Resistor,0.0625W,750ohm,",4000,0.0003,1.2, 451U , 966000163707091740-0024000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091747-00110000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091747-001,350,"Chip Thick Film Resistor,0.0625W,510ohm,",10000,0.0003,3, 451U , 966000163707091747-00110000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091770-0015000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091770-001,360,"ChipThickFilmResistor,0.0625W,51ohm",5000,0.0003,1.5, 451U , 966000163707091770-0015000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091782-00110000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091782-001,370,"Chip Thick Film Resistor,0.0625W,240ohm,",10000,0.0003,3, 451U , 966000163707091782-00110000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091805-0015000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091805-001,380,"Chip Thick Film Resistor,0.1W,7680ohm,+/",5000,0.0006,3, 451U , 966000163707091805-0015000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707091869-0016000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07091869-001,390,"Chip Thick Film Resistor,0.0625W,5.1ohm,",6000,0.0004,2.4, 451U , 966000163707091869-0016000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092104-0015000EMS02Q20000986HWA0001K,#N/A,9.66E+12,ONT,9660001637,07092104-001,400,"ChipThickFilmResistor,0.25W,0.1ohm,+""",5000,0.0098,49, 451U , 966000163707092104-0015000 ,2/3/2023,EMS02Q20000986HWA0001K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092378-00110000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092378-001,410,"Chip Thick Film Resistor,0.25W,36ohm,+/-",10000,0.0015,15, 451U , 966000163707092378-00110000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092380-00150000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092380-001,420,"Chip Thick Film Resistor,0.0625W,49.9ohm",50000,0.0003,15, 451U , 966000163707092380-00150000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092387-0015000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092387-001,430,"Chip Thick Film Resistor,0.25W,18ohm,+/-",5000,0.0015,7.5, 451U , 966000163707092387-0015000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092392-0015000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092392-001,440,"Chip Thick Film Resistor,0.0625W,20ohm,+",5000,0.0003,1.5, 451U , 966000163707092392-0015000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092458-00110000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092458-001,450,"Chip Thick Film Resistor,0.05W,3300ohm,+",10000,0.0006,6, 451U , 966000163707092458-00110000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092568-00110000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092568-001,460,"Chip Thick Film Resistor,0.05W,4700ohm,+",10000,0.0006,6, 451U , 966000163707092568-00110000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163707092657-001150000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,07092657-001,470,"Chip Thick Film Resistor,0.05W,33ohm,+/-",150000,0.0006,90, 451U , 966000163707092657-001150000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708010430-0014800EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,08010430-001,480,"Non-Solid THT Aluminium Capacitor,16V,10",4800,0.0512,245.76, 451U , 966000163708010430-0014800 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708010466-0025000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,08010466-002,490,"Non-Solid THT Aluminium Capacitor,100V,2",5000,0.0265,132.5, 451U , 966000163708010466-0025000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070450-00120000EMS02Q20000986HWA0007K,#N/A,9.66E+12,ONT,9660001637,08070450-001,500,"Low VoltageANDCapacity MLCC(less=100V,le",20000,0.0005,10, 451U , 966000163708070450-00120000 ,2/3/2023,EMS02Q20000986HWA0007K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070530-002100000EMS02Q20000986HWA0012K,#N/A,9.66E+12,ONT,9660001637,08070530-002,510,"Low VoltageANDCapacity MLCC(less=100V,le",100000,0.0006,60, 451U , 966000163708070530-002100000 ,2/3/2023,EMS02Q20000986HWA0012K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070543-00110000EMS02Q20000986HWA0012K,#N/A,9.66E+12,ONT,9660001637,08070543-001,520,"LowVoltageANDCapacityMLCC(LESS=100V,L""",10000,0.0005,5, 451U , 966000163708070543-00110000 ,2/3/2023,EMS02Q20000986HWA0012K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070545-00130000EMS02Q20000986HWA0012K,#N/A,9.66E+12,ONT,9660001637,08070545-001,530,"LowVoltageCapacityMLCC(100V,1uf),50""",30000,0.0005,15, 451U , 966000163708070545-00130000 ,2/3/2023,EMS02Q20000986HWA0012K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070546-00110000EMS02Q20000986HWA0012K,#N/A,9.66E+12,ONT,9660001637,08070546-001,540,"Low Voltage  Capacity MLCC(100V,1uf),50V",10000,0.0005,5, 451U , 966000163708070546-00110000 ,2/3/2023,EMS02Q20000986HWA0012K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
966000163708070547-00120000EMS02Q20000986HWA0012K,#N/A,9.66E+12,ONT,9660001637,08070547-001,550,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",20000,0.0005,10, 451U , 966000163708070547-00120000 ,2/3/2023,EMS02Q20000986HWA0012K,3/8/2023, AIR ,Waiting for Invoice,BUG-1,1/4/2023
